0	1.0000000000000000	0.0000000000000000	0.0000000000000000
0.25	0.9825422091247143	0.2236892760849409	0.0000000000000000
0.5	0.9315322664323017	0.4397986543036942	0.0000000000000000
0.75	0.8506876661446401	0.6419318893586574	0.0000000000000000
1	0.7451695215508097	0.8255945631037429	0.0000000000000000
1.25	0.6205778617622890	0.9883014143380869	0.0000000000000000
1.5	0.4821960243102475	1.1292463369357666	0.0000000000000000
1.75	0.3345858492936539	1.2488075655628936	0.0000000000000000
2	0.1814654376556949	1.3480834908313422	0.0000000000000000
2.25	0.0257533612954970	1.4285405241414950	0.0000000000000000
2.5	-0.1303148601888972	1.4917791333013430	0.0000000000000000
2.75	-0.2850543887484470	1.5393934438619366	0.0000000000000000
3	-0.4372096062770415	1.5728951616261218	0.0000000000000000
3.25	-0.5858529089898338	1.5936779878176339	0.0000000000000000
3.5	-0.7303045577025566	1.6030058838686836	0.0000000000000000
3.75	-0.8700709628523101	1.6020145036608473	0.0000000000000000
4	-1.0047978900076768	1.5917193035071040	0.0000000000000000
4.25	-1.1342352546604297	1.5730265529419136	0.0000000000000000
4.5	-1.2582107194192709	1.5467451399319903	0.0000000000000000
4.75	-1.3766098980103494	1.5135980586243385	0.0000000000000000
5	-1.4893614906154873	1.4742330435749078	0.0000000000000000
5.25	-1.5964260938471193	1.4292321383673661	0.0000000000000000
5.5	-1.6977877510469521	1.3791201621179245	0.0000000000000000
5.75	-1.7934475508518517	1.3243721271076410	0.0000000000000000
6	-1.8834187616631703	1.2654197018457394	0.0000000000000000
6.25	-1.9677231220963947	1.2026568280428120	0.0000000000000000
6.5	-2.0463880048837004	1.1364445998961037	0.0000000000000000
6.75	-2.1194442433553884	1.0671155069839497	0.0000000000000000
7	-2.1869244624545008	0.9949771319848104	0.0000000000000000
7.25	-2.2488617953167482	0.9203153835858231	0.0000000000000000
7.5	-2.3052888954723012	0.8433973344718794	0.0000000000000000
7.75	-2.3562371763832504	0.7644737247315760	0.0000000000000000
8	-2.4017362262720514	0.6837811825888973	0.0000000000000000
8.25	-2.4418133584426314	0.6015442070980185	0.0000000000000000
8.5	-2.4764932665842410	0.5179769512623240	0.0000000000000000
8.75	-2.5057977616393750	0.4332848388575908	0.0000000000000000
9	-2.5297455722722177	0.3476660439420415	0.0000000000000000
9.25	-2.5483521952096133	0.2613128585148560	0.0000000000000000
9.5	-2.5616297850545373	0.1744129709428071	0.0000000000000000
9.75	-2.5695870758287138	0.0871506755290143	0.0000000000000000
10	-2.5722293286682993	-0.0002919681196886	0.0000000000000000
10.25	-2.5695583019174655	-0.0877340085128755	0.0000000000000000
10.5	-2.5615722414555471	-0.1749944918771021	0.0000000000000000
10.75	-2.5482658905528610	-0.2618913517266493	0.0000000000000000
11	-2.5296305199670899	-0.3482402821934634	0.0000000000000000
11.25	-2.5056539804519535	-0.4338535785071844	0.0000000000000000
11.5	-2.4763207814414545	-0.5185389272078419	0.0000000000000000
11.75	-2.4416122014951278	-0.6020981274296473	0.0000000000000000
12	-2.4015064382587226	-0.6843257228751257	0.0000000000000000
12.25	-2.3559788083538336	-0.7650075218512771	0.0000000000000000
12.5	-2.3050020109412115	-0.8439189798954410	0.0000000000000000
12.75	-2.2485464729423716	-0.9208234159950685	0.0000000000000000
13	-2.1865807993650428	-0.9954700291057288	0.0000000000000000
13.25	-2.1190723592769483	-1.0675916764876512	0.0000000000000000
13.5	-2.0459880472711038	-1.1369023692017086	0.0000000000000000
13.75	-1.9672952725259252	-1.2030944328311628	0.0000000000000000
14	-1.8829632438234656	-1.2658352730651523	0.0000000000000000
14.25	-1.7929646405712358	-1.3247636762233306	0.0000000000000000
14.5	-1.6972777889312041	-1.3794855643272650	0.0000000000000000
14.75	-1.5958895012830834	-1.4295691134777908	0.0000000000000000
15	-1.4887987901394395	-1.4745391342274217	0.0000000000000000
15.25	-1.3760217393678478	-1.5138706055564999	0.0000000000000000
15.5	-1.2575979130852206	-1.5469812540328767	0.0000000000000000
15.75	-1.1335988151835670	-1.5732230839976844	0.0000000000000000
16	-1.0041390923424542	-1.5918728058368867	0.0000000000000000
16.25	-0.8693914159021335	-1.6021211994129407	0.0000000000000000
16.5	-0.7296063006808966	-1.6030616257775352	0.0000000000000000
16.75	-0.5851385379448026	-1.5936782250284256	0.0000000000000000
17	-0.4364824401687430	-1.5728349152880685	0.0000000000000000
17.25	-0.2843186865384207	-1.5392673043772476	0.0000000000000000
17.5	-0.1295761016981631	-1.4915812995848305	0.0000000000000000
17.75	0.0264881193753996	-1.4282649185674843	0.0000000000000000
18	0.1821871272719306	-1.3477240032649307	0.0000000000000000
18.25	0.3352828971173646	-1.2483585059632578	0.0000000000000000
18.5	0.4828538666867557	-1.1287032027122901	0.0000000000000000
18.75	0.6211786281837444	-0.9876620856873561	0.0000000000000000
19	0.7456921839841992	-0.8248609796663197	0.0000000000000000
19.25	0.8511090901270860	-0.6411120583279509	0.0000000000000000
19.5	0.9318295861509343	-0.4389084412235310	0.0000000000000000
19.75	0.9826965304329602	-0.2227529670494190	0.0000000000000000
20	1.0000005242005372	0.0009514239011335	0.0000000000000000
20.25	0.9823888206512408	0.2246225630935987	0.0000000000000000
